category_key	category_name
H32	Bệnh hắc võng mạc trong các bệnh phân loại nơi khác
H33	Bong và rách võng mạc
H34	Các bệnh lý tắc mạch máu võng mạc
H35	Các bệnh lý võng mạc khác
H36	Bệnh lý võng mạc trong các bệnh phân loại nơi khác
H40	Glocom
H42	Glocom trong các bệnh phân loại nơi khác
H43	Bệnh của dịch kính
H44	Bệnh của nhãn cầu
H45	Bệnh của dịch kính và nhãn cầu trong các bệnh phân loại nơi khác
H46	Viêm thị thần kinh
H47	Các bệnh khác của thần kinh thị (dây thần kinh số II) và đường thị giác
H48	Bệnh thần kinh thị và đường dẫn thị giác trong các bệnh phân loại nơi khác
H49	Lác liệt
H50	Lác khác
H51	Các rối loạn vận nhãn hai mắt khác
H52	Bệnh khúc xạ và điều tiết
H53	Rối loạn thị giác
H54	Mù và khiếm thị (hai mắt hoặc một mắt)
H55	Rung giật nhãn cầu và rối loạn vận nhãn khác
H57	Các bệnh khác của mắt và phần phụ
H58	Bệnh khác của mắt và phần phụ trong các bệnh phân loại nơi khác
H59	Bệnh mắt và phần phụ sau phẫu thuật, không phân loại nơi khác
H60	Viêm tai ngoài
H61	Bệnh khác của tai ngoài
H62	Bệnh tai ngoài trong bệnh phân loại nơi khác
H65	Viêm tai giữa không mủ
H66	Viêm tai giữa mủ và không đặc hiệu
H67	Viêm tai giữa trong bệnh phân loại nơi khác
H68	Viêm và tắc vòi Eustache
H69	Bệnh khác của vòi Eustache
H70	Viêm xương chũm và tình trạng liên quan
H71	Cholesteatoma của tai giữa
H72	Thủng màng nhĩ
H73	Bệnh khác của màng nhĩ
H74	Bệnh khác của tai giữa và xương chũm
H75	Rối loạn tai giữa và xương chũm trong các bệnh phân loại nơi khác
H80	Xốp xơ tai
H81	Rối loạn chức năng tiền đình
H82	Hội chứng chóng mặt tiền đình trong các bệnh phân loại nơi khác
H83	Bệnh khác của tai trong
H90	Nghe kém dẫn truyền và nghe kém tiếp nhận
H91	Nghe kém khác
H92	Đau tai và chảy dịch ở tai
H93	Bệnh khác của tai, không phân loại nơi khác
H94	Bệnh khác của tai trong bệnh phân loại nơi khác
H95	Bệnh tai và xương chũm sau phẫu thuật, không phân loại nơi khác
I00	Thấp không có tổn thương tim
I01	Thấp ảnh hưởng đến tim
I02	Múa giật do thấp
I05	Bệnh lý van hai lá do thấp
I06	Bệnh van động mạch chủ do thấp
I07	Bệnh lý van ba lá do thấp
I08	Bệnh lý của nhiều van tim
I09	Các bệnh tim khác do thấp
I10	Tăng huyết áp vô căn (nguyên phát)
I11	Bệnh tim do tăng huyết áp
I12	Bệnh thận do tăng huyết áp
I13	Bệnh tim và thận do tăng huyết áp
I15	Tăng huyết áp thứ phát
I20	Cơn đau thắt ngực
I21	Nhồi máu cơ tim cấp
I22	Nhồi máu cơ tim tiến triển
I23	Một số biến chứng thường gặp sau nhồi máu cơ tim cấp
I24	Bệnh tim do thiếu máu cục bộ cấp khác
I25	Bệnh tim thiếu máu cục bộ mạn
I26	Tắc mạch phổi
I27	Các bệnh tim do phổi khác
I28	Bệnh mạch máu phổi khác
I30	Viêm màng ngoài tim cấp
I31	Các bệnh màng ngoài tim khác
I32	Viêm màng ngoài tim trong bệnh phân loại nơi khác
I33	Viêm nội tâm mạc cấp và bán cấp
I34	Bệnh lý van hai lá không do thấp
I35	Bệnh van động mạch chủ không do thấp
I36	Bệnh van ba lá không do thấp
I37	Bệnh van động mạch phổi
I38	Viêm nội tâm mạc, van tim không xác định
I39	Viêm nội tâm mạc và bệnh van tim trong bệnh phân loại nơi khác
I40	Viêm cơ tim cấp
I41	Viêm cơ tim trong bệnh phân loại nơi khác
I42	Bệnh cơ tim
I43	Bệnh cơ tim trong bệnh phân loại nơi khác
I44	Blốc nhĩ thất và nhánh trái
I45	Rối loạn dẫn truyền khác
I46	Ngừng tim
I47	Nhịp nhanh kịch phát
I48	Rung nhĩ và cuồng động nhĩ
I49	Loạn nhịp tim khác
I50	Suy tim
I51	Biến chứng và bệnh lý chưa rõ ràng liên quan đế bệnh tim
I52	Các bệnh lý khác trong các bệnh phân loại nơi khác
I60	Xuất huyết dưới nhện
I61	Xuất huyết nội sọ
I62	Xuất huyết nội sọ không do chấn thương khác
I63	Nhồi máu não
I64	Đột quỵ (tai biến mạch máu não), không xác định do xuất huyết hay nhồi máu
I65	Nghẽn tắc và hẹp động mạch não trước, không dẫn đến nhồi máu não
I66	Nghẽn tắc và hẹp động mạch não, không dẫn đến nhồi máu não
I67	Bệnh mạch máu não khác
I68	Bệnh mạch máu não trong bệnh phân loại nơi khác
I69	Di chứng bệnh mạch máu não
I70	Xơ vữa động mạch
I71	Phình và tách thành động mạch chủ
I72	Phình và tách động mạch khác
I73	Bệnh mạch máu ngoại biên
I74	Thuyên tắc và huyết khối động mạch
I77	Các bệnh khác của hệ động mạch và tiểu động mạch
I78	Bệnh của mao mạch
I79	Bệnh động mạch, tiểu động mạch và mao mạch trong bệnh phân loại nơi khác
I80	Viêm tĩnh mạch và tắc tĩnh mạch
I81	Huyết khối tĩnh mạch cửa
I82	Các thuyên tắc và huyết khối tĩnh mạch khác
I83	Giãn tĩnh mạch chi dưới
I85	Giãn tĩnh mạch thực quản
I86	Giãn tĩnh mạch vị trí khác
I87	Rối loạn khác của tĩnh mạch
I88	Viêm hạch bạch huyết không đặc hiệu
I89	Rối loạn mạch bạch huyết và hạch bạch huyết không nhiễm trùng khác
I95	Huyết áp thấp (hạ huyết áp)
I97	Rối loạn hệ tuần hoàn sau phẫu thuật, không phân loại nơi khác
I98	Rối loạn khác của hệ tuần hoàn trong bệnh phân loại nơi khác
I99	Rối loạn hệ tuần hoàn khác và không xác định
J00	Viêm mũi họng cấp [cảm thường]
J01	Viêm mũi xoang cấp tính
J02	Viêm họng cấp
J03	Viêm amidan cấp
J04	Viêm thanh quản và khí quản cấp
J05	Viêm thanh quản tắc nghẽn cấp [viêm thanh khí phế quản cấp] và viêm thanh thiệt cấp
J06	Nhiễm trùng đường hô hấp trên cấp ở nhiều và không xác định vị trí
J09	Cúm do vi rút đã được định danh
J10	Cảm cúm do vi rút cúm mùa đặc hiệu khác
J11	Cúm, vi rút không được định danh
J12	Viêm phổi do vi rút, không phân loại nơi khác
J13	Viêm phổi do phế cầu Streptococcus pneumoniae
J14	Viêm phổi do vi khuẩn Haemophilus influenzae
J15	Viêm phổi do vi khuẩn, không phân loại nơi khác
J16	Viêm phổi do tác nhân nhiễm khuẩn khác, không phân loại nơi khác
J17	Viêm phổi trong các bệnh phân loại nơi khác
J18	Viêm phổi, tác nhân không xác định
J20	Viêm phế quản cấp
J21	Viêm tiểu phế quản cấp
J22	Nhiễm trùng hô hấp dưới cấp không phân loại
J30	Viêm mũi vận mạch và viêm mũi dị ứng
J31	Viêm mũi, viêm mũi họng, viêm họng mạn tính
J32	Viêm mũi xoang mạn tính
J33	Polyp mũi
J34	Bệnh khác của mũi và xoang
J35	Bệnh mạn tính của amidan và VA
J36	Áp xe quanh amidan
J37	Viêm thanh quản và viêm thanh khí quản mạn tính
J38	Bệnh lý của dây thanh âm và thanh quản, không phân loại nơi khác
J39	Các bệnh khác của đường hô hấp trên
J40	Viêm phế quản không xác định là cấp hay mạn tính
J41	Viêm phế quản mạn tính đơn thuần và nhầy mủ
J42	Viêm phế quản mạn tính không đặc hiệu
J43	Khí phế thũng
J44	Các bệnh phổi tắc nghẽn mạn tính khác
J45	Hen suyễn
J46	Cơn hen ác tính
J47	Giãn phế quản
J60	Bệnh bụi phổi của công nhân ngành than
J61	Bệnh bụi phổi amian và các sợi khoáng khác
J62	Bệnh bụi phổi do bụi silic
J63	Bệnh bụi phổi do bụi vô cơ khác
J64	Bệnh bụi phổi không phân loại
J65	Bệnh bụi phổi kết hợp với lao
J66	Bệnh đường dẫn khí do bụi hữu cơ đặc biệt khác
J67	Viêm phổi tăng cảm do bụi hữu cơ
J68	Bệnh hô hấp do hít hoá chất, khí, khói và chất bay hơi
J69	Viêm phổi do chất rắn và chất lỏng
J70	Bệnh hô hấp do nguyên nhân ngoại sinh khác
J80	Hội chứng suy hô hấp tiến triển
J81	Phù phổi
J82	Tăng bạch cầu ái toan ở phổi, không phân loại nơi khác
J84	Bệnh phổi mô kẽ khác
J85	Áp xe phổi và trung thất
J86	Mủ lồng ngực
J90	Tràn dịch màng phổi, không phân loại nơi khác
J91	Tràn dịch màng phổi trong bệnh phân loại nơi khác
J92	Mảng màng phổi
J93	Tràn khí màng phổi
J94	Các bệnh màng phổi khác
J95	Các bệnh hô hấp sau phẫu thuật, thủ thuật, không phân loại nơi khác
J96	Suy hô hấp không phân loại nơi khác
J98	Các bệnh hô hấp khác
J99	Bệnh hô hấp trong các bệnh phân loại nơi khác
K00	Rối loạn phát triển răng và mọc răng
K01	Răng mọc kẹt và răng mọc ngầm
K02	Sâu răng
K03	Bệnh mô cứng khác của răng
K04	Bệnh tuỷ và mô quanh chân răng
K05	Viêm lợi [nướu] và bệnh quanh răng
K06	Rối loạn khác của lợi [nướu] và sống hàm
K07	Bất thường hàm mặt [bao gồm khớp cắn lệch]
K08	Bệnh khác của răng và cấu trúc nâng đỡ
K09	Nang vùng miệng, không phân loại nơi khác
K10	Bệnh khác của xương hàm
K11	Bệnh tuyến nước bọt
K12	Viêm miệng và tổn thương liên quan
K13	Bệnh khác của môi và niêm mạc miệng
K14	Bệnh của lưỡi
K20	Viêm thực quản
K21	Bệnh trào ngược dạ dày- thực quản
K22	Bệnh khác của thực quản
K23	Rối loạn thực quản trong bệnh phân loại nơi khác
K25	Loét dạ dày
K26	Loét tá tràng
K27	Loét dạ dày- tá tràng, vị trí không xác định
K28	Loét dạ dày- hỗng tràng
K29	Viêm dạ dày và tá tràng
K30	Khó tiêu chức năng
K31	Bệnh khác của dạ dày và tá tràng
K35	Viêm ruột thừa cấp
K36	Viêm ruột thừa khác
K37	Viêm ruột thừa không đặc hiệu
K38	Bệnh khác của ruột thừa
K40	Thoát vị bẹn
K41	Thoát vị đùi
K42	Thoát vị rốn
K43	Thoát vị thành bụng
K44	Thoát vị hoành
K45	Thoát vị thành bụng khác
K46	Thoát vị thành bụng không đặc hiệu
K50	Bệnh Crohn [viêm ruột từng vùng]
K51	Viêm loét đại tràng chảy máu
K52	Viêm dạ dày- ruột và viêm đại tràng không nhiễm trùng khác
K55	Rối loạn mạch máu của ruột
K56	Liệt ruột và tắc ruột không có thoát vị
K57	Bệnh túi thừa của ruột
K58	Hội chứng ruột kích thích
K59	Rối loạn chức năng khác của ruột
K60	Nứt và rò vùng hậu môn và trực tràng
K61	Áp xe vùng hậu môn- trực tràng
K62	Bệnh khác của hậu môn và trực tràng
K63	Bệnh khác của ruột
K64	Trĩ và huyết khối tĩnh mạch quanh hậu môn
K65	Viêm phúc mạc
K66	Bệnh lý khác của phúc mạc
K67	Rối loạn của phúc mạc trong bệnh nhiễm trùng phân loại nơi khác
K70	Bệnh gan do rượu
K71	Bệnh gan do độc chất
K72	Suy gan, không phân loại nơi khác
K73	Viêm gan mạn tính, không phân loại nơi khác
K74	Gan xơ hoá và xơ gan
K75	Bệnh viêm gan khác
K76	Bệnh gan khác
K77	Rối loạn chức năng gan trong bệnh phân loại nơi khác
K80	Sỏi mật
K81	Viêm túi mật
K82	Bệnh khác của túi mật
K83	Bệnh khác của đường mật
K85	Viêm tuỵ cấp
K86	Bệnh tuỵ khác
K87	Rối loạn của túi mật, đường mật và tuỵ phân loại nơi khác
K90	Ruột kém hấp thu
K91	Rối loạn tiêu hoá sau phẫu thuật không phân loại nơi khác
K92	Bệnh khác của hệ tiêu hoá
K93	Rối loạn của cơ quan tiêu hoá phân loại nơi khác
L00	Hội chứng bong vảy da do tụ cầu
L01	Chốc
L02	Áp xe da, nhọt, nhọt cụm
L03	Viêm mô bào
L04	Viêm hạch bạch huyết cấp tính
L05	Kén nang lông
L08	Nhiễm trùng khu trú khác của da và mô dưới da
L10	Pemphigus
L11	Các bệnh da ly gai khác
L12	Pemphigoid
L13	Các bệnh da có bọng nước khác
L14	Các bệnh da bọng nước trong các bệnh phân loại nơi khác
L20	Viêm da cơ địa
L21	Viêm da dầu
L22	Viêm da tã lót
L23	Viêm da tiếp xúc dị ứng
L24	Viêm da tiếp xúc kích ứng
L25	Viêm da tiếp xúc không đặc hiệu
L26	Đỏ da toàn thân
L27	Viêm da do các chất được đưa vào trong cơ thể
L28	Lichen đơn dạng mạn tính và sẩn ngứa
L29	Ngứa
L30	Các viêm da khác
L40	Vảy nến
L41	Á sừng vảy nến
L42	Vảy phấn hồng
L43	Lichen phẳng
L44	Các bệnh sẩn có vảy khác
L45	Các bệnh sẩn có vảy trong các bệnh phân loại nơi khác
L50	Mày đay
L51	Hồng ban đa dạng
L52	Hồng ban nút
L53	Các trạng thái hồng ban khác
L54	Hồng ban trong các bệnh phân loại nơi khác
L55	Bỏng nắng
L56	Biến đổi da cấp tính khác do bức xạ tia cực tím
L57	Bệnh da do tiếp xúc lâu dài với bức xạ không ion hoá
L58	Viêm da do quang tuyến
L59	Các bệnh khác ở da và tổ chức dưới da liên quan đến bức xạ
L60	Các bệnh về móng
L62	Các bệnh móng trong các bệnh phân loại nơi khác
L63	Rụng tóc từng mảng
L64	Rụng tóc do nội tiết tố nam tính
L65	Rụng tóc không sẹo khác
L66	Rụng tóc có sẹo
L67	Bất thường về màu và sợi tóc
L68	Rậm lông tóc
L70	Trứng cá
L71	Trứng cá đỏ
L72	Nang lông của da và tổ chức dưới da
L73	Các bệnh nang lông khác
L74	Các bệnh của tuyến mồ hôi
L75	 Bệnh tuyến mồ hôi bán huỷ (nội tiết)
L80	Bạch biến
L81	Bệnh rối loạn sắc tố khác
L82	Dày sừng tiết bã
L83	Bệnh gai đen
L84	Mắt cá và chai chân
L85	Dày thượng bì khác
L86	Dày sừng trong các bệnh phân loại nơi khác
L87	Các bệnh loại bỏ dị vật qua thượng bì
L88	Viêm da mủ hoại thư
L89	Loét tì đè (do nằm hoặc đè ép)
L90	Teo da
L91	Các bệnh quá sản của da
L92	U hạt của da và tổ chức dưới da
L93	Lupus ban đỏ
L94	Các bệnh tổ chức liên kết khu trú khác
L95	Viêm mao mạch ở da, không phân loại nơi khác
L97	Loét chi dưới, không phân loại nơi khác
L98	Bệnh khác của da và mô dưới da không phân loại nơi khác
L99	Bệnh khác của da và tổ chức dưới da trong các bệnh phân loại nơi khác
M00	Viêm khớp nhiễm khuẩn do vi khuẩn sinh mủ
M01	Viêm khớp nhiễm khuẩn trực tiếp do các bệnh nhiễm trùng và ký sinh trùng phân loại nơi khác
M02	Viêm khớp phản ứng
M03	Bệnh khớp sau nhiễm khuẩn và bệnh khớp phản ứng phân loại nơi khác
M05	Viêm khớp dạng thấp huyết thanh dương tính
M06	Viêm khớp dạng thấp khác
M07	Viêm khớp vảy nến và viêm khớp liên quan đến viêm ruột
M08	Viêm khớp thiếu niên
M09	Viêm khớp thiếu niên trong các bệnh phân loại nơi khác
M10	Gút (thống phong)
M11	Các bệnh khớp khác do vi tinh thể
M12	Các bệnh khớp đặc hiệu khác
M13	Các viêm khớp khác
M14	Bệnh khớp trong các bệnh phân loại nơi khác
M15	Thoái hoá đa khớp
M16	Thoái hoá khớp háng
M17	Thoái hoá khớp gối
M18	Thoái hoá khớp cổ- bàn ngón tay cái
M19	Thoái hoá khớp khác
M20	Biến dạng mắc phải của ngón tay và ngón chân
M21	 Biến dạng mắc phải khác của chi
M22	Các bất thường của xương bánh chè
M23	Tổn thương bên trong khớp gối
M24	Các tổn thương xác định khác ở khớp
M25	Bệnh khớp khác, không phân loại nơi khác
M30	Viêm nút quanh động mạch và bệnh liên quan
M31	Bệnh mạch máu hoại tử khác
M32	Lupus ban đỏ hệ thống
M33	Viêm da cơ- viêm đa cơ
M34	Xơ cứng bì toàn thể
M35	Các tổn thương hệ thống khác của mô liên kết
M36	Tổn thương mô liên kết hệ thống trong các bệnh phân loại nơi khác
M40	Gù và ưỡn cột sống
M41	Vẹo cột sống
M42	Viêm xương sụn cột sống
M43	Các biến dạng khác của cột sống
M45	Bệnh viêm cột sống dính khớp
M46	Các bệnh viêm cột sống khác
M47	Thoái hóa cột sống
M48	Các bệnh khác của thân đốt sống
M49	Tổn thương cột sống trong các bệnh phân loại nơi khác
M50	Bệnh đĩa đệm đốt sống cổ
M51	Các bệnh đĩa đệm gian đốt sống khác
M53	Bệnh cột sống khác, không phân loại nơi khác
M54	Đau lưng
M60	Viêm cơ
M61	Vôi hóa và cốt hóa cơ
M62	Các bệnh cơ khác
M63	Bệnh cơ trong những bệnh phân loại nơi khác
M65	Viêm màng hoạt dịch và viêm bao gân
M66	Rách (đứt) tự nhiên của màng hoạt dịch và gân
M67	Các bệnh khác của màng hoạt dịch và gân
M68	Các bệnh của màng hoạt dịch và gân trong những bệnh phân loại nơi khác
M70	Các bệnh mô mềm liên quan đến vận động, vận động quá mức và bị chèn ép
M71	Các bệnh túi thanh mạc khác
M72	Các bệnh nguyên bào sợi
M73	Các bệnh mô mềm trong những bệnh phân loại nơi khác
M75	Tổn thương vai
M76	Bệnh điểm bám gân- dây chằng ở chi dưới, không kể bàn chân
M77	Các bệnh điểm bám gân- dây chằng khác
M79	Bệnh khác của mô mềm, không phân loại nơi khác
M80	Loãng xương có kèm gãy xương bệnh lý
M81	Loãng xương không kèm gãy xương bệnh lý
M82	Loãng xương trong các bệnh phân loại nơi khác
M83	Nhuyễn xương người lớn
M84	Các rối loạn về sự liên tục của xương
M85	Rối loạn khác về tỉ trọng (mật độ) và cấu trúc của xương
M86	Viêm tủy xương
M87	Hoại tử xương
M88	Bệnh Paget (viêm xương biến dạng)
M89	Rối loạn khác của xương
M90	Bệnh xương trong các bệnh phân loại nơi khác
M91	Hư điểm cốt hoá tại khớp háng và khung chậu ở trẻ em
M92	Hư điểm cốt hoá khác ở trẻ em
M93	Các bệnh xương- sụn khác
M94	Các bệnh lý khác của sụn
M95	Các biến dạng mắc phải của hệ cơ- xương- khớp và mô liên kết
M96	Các bệnh lý của hệ cơ- xương- khớp sau can thiệp, không phân loại nơi khác
M99	Các tổn thương cơ sinh học, không phân loại nơi khác
N00	Hội chứng viêm thận cấp
N01	Hội chứng viêm thận tiến triển nhanh
N02	Đái máu dai dẳng và tái diễn
N03	Hội chứng viêm thận mạn
N04	Hội chứng thận hư
N05	Hội chứng viêm thận không đặc hiệu
N06	Protein niệu đơn độc với hình thái tổn thương xác định
N07	Bệnh thận di truyền, không phân loại nơi khác
N08	Biến đổi cầu thận trong các bệnh phân loại nơi khác
N10	Viêm mô kẽ ống thận cấp
N11	Viêm mô kẽ ống thận mạn
N12	Viêm mô kẽ ống thận, không xác định cấp hay mạn
N13	Bệnh tiết niệu trào ngược và tắc nghẽn
N14	Bệnh ống thận và kẽ ống thận do thuốc và kim loại nặng
N15	Các bệnh kẽ ống thận khác
N16	Biến đổi ống thận mô kẽ trong các bệnh phân loại nơi khác
N17	Suy thận cấp
N18	Bệnh thận mạn tính
N19	Suy thận không xác định
N20	Sỏi thận và niệu quản
N21	Sỏi đường tiết niệu dưới
N22	Sỏi đường tiết niệu trong các bệnh phân loại nơi khác
N23	Cơn đau quặn thận không xác định
N24	Rối loạn do suy giảm chức năng ống thận
N25	Rối loạn do suy giảm chức năng ống thận
N26	Thận nhỏ không xác định
N27	Thận teo nhỏ không rõ nguyên nhân
N28	Các biến đổi khác của thận và niệu quản, không phân loại nơi khác
N29	Các biến đổi khác của thận và niệu quản trong các bệnh phân loại nơi khác
N30	Viêm bàng quang
N31	Rối loạn chức năng thần kinh cơ bàng quang, không phân loại nơi khác
N32	Các rối loạn khác của bàng quang
N33	Rối loạn bàng quang trong bệnh phân loại nơi khác
N34	Viêm niệu đạo và hội chứng niệu đạo
N35	Hẹp niệu đạo
N36	Các biến đổi khác của niệu đạo
N37	Biến đổi niệu đạo trong các bệnh phân loại nơi khác
N39	Biến đổi khác của hệ tiết niệu
N40	Tăng sản tuyến tiền liệt
N41	Các bệnh viêm tuyến tiền liệt
N42	Biến đổi khác của tuyến tiền liệt
N43	Tràn dịch màng tinh và sa tinh
N44	Xoắn tinh hoàn
N45	Viêm tinh hoàn và viêm mào tinh hoàn
N46	Vô sinh nam
N47	Bao quy đầu rộng, hẹp bao quy đầu và nghẹt bao quy đầu
N48	Biến đổi khác của dương vật
N49	Viêm của cơ quan sinh dục nam, không phân loại nơi khác
N50	Biến đổi khác của cơ quan sinh dục nam
N51	Biến đổi cơ quan sinh dục nam trong các bệnh phân loại nơi khác
N60	Loạn sản vú lành tính
N61	Viêm vú
N62	Phì đại vú
N63	Khối u không xác định ở vú
N64	Biến đổi khác ở vú
N70	Viêm vòi và viêm buồng trứng
N71	Viêm tử cung, trừ cổ tử cung
N72	Viêm cổ tử cung
N73	Các bệnh viêm vùng chậu nữ khác
N74	Viêm vùng chậu nữ trong các bệnh phân loại nơi khác
N75	Bệnh của tuyến Bartholin
N76	Các viêm khác của âm đạo và âm hộ
N77	Viêm và loét âm đạo, âm hộ trong bệnh phân loại nơi khác
N80	Bệnh lạc nội mạc tử cung
N81	Sa sinh dục nữ
N82	Rò đường sinh dục nữ
N83	Các biến đổi không do viêm của buồng trứng, vòi trứng và dây chằng rộng
N84	Polyp đường sinh dục nữ
N85	Các biến đổi không do viêm khác của tử cung trừ cổ tử cung
N86	Xước và lộn niêm mạc cổ tử cung
N87	Loạn sản cổ tử cung
N88	Các biến đổi không do viêm khác của cổ tử cung
N89	Biến đổi không do viêm khác của âm đạo
N90	Biến đổi không do viêm khác của âm hộ và tầng sinh môn
N91	Vô kinh, thiểu kinh, hiếm kinh
N92	Kinh nguyệt nhiều, hay xuất hiện và không đều
N93	Chảy máu bất thường khác của tử cung và âm đạo
N94	Đau và tình trạng khác liên quan đến cơ quan sinh dục nữ và chu kỳ kinh nguyệt
N95	Rối loạn mãn kinh và rối loạn tiền mãn kinh
N96	Hay sảy thai
N97	Vô sinh nữ
N98	Biến chứng liên quan đến thụ thai nhân tạo
N99	Các rối loạn khác của hệ sinh dục tiết niệu
O00	Thai ngoài tử cung
O01	Thai trứng
O02	Các sản phẩm bất thường khác của thụ thai
O03	Sảy thai tự nhiên
O04	Phá thai nội khoa
O05	Phá thai khác
O06	Phá thai không xác định
O07	Phá thai thất bại
O08	Biến chứng sau sảy thai, thai ngoài tử cung và thai trứng
O10	Tăng huyết áp có sẵn gây biến chứng cho thai kỳ, cuộc đẻ và sau đẻ
O11	Tiền sản giật kèm theo tăng huyết áp mạn tính
O12	Phù thai kỳ [do thai nghén] và protein niệu thai kỳ không có tăng huyết áp
O13	Tăng huyết áp thai kỳ (do thai nghén gây ra)
O14	Tăng huyết áp thai kỳ [do thai nghén] kèm protein niệu [Tiền sản giật]
O15	Sản giật
O16	Tăng huyết áp bà mẹ không xác định
O20	Ra máu trong thời kỳ đầu thai kỳ
O21	Nôn quá mức trong thai kỳ
O22	Biến chứng tĩnh mạch khi mang thai
O23	Nhiễm khuẩn đường tiết niệu- sinh dục trong khi có thai
O24	Đái tháo đường thai kỳ
O25	Thiếu dinh dưỡng trong thai kỳ
O26	Chăm sóc bà mẹ vì những tình trạng khác chủ yếu liên quan đến thai kỳ
O28	Các dấu hiệu bất thường của bà mẹ phát hiện khi khám thai
O29	Các biến chứng của gây mê trong thời gian thai kỳ
O30	Đa thai
O31	Biến chứng xác định của đa thai
O32	Chăm sóc bà mẹ vì ngôi thai bất thường hay nghi ngờ bất thường
O33	Chăm sóc bà mẹ vì bất tương xứng hay nghi ngờ có bất tương xứng
O34	Chăm sóc bà mẹ do hoặc nghi do bất thường ở các tạng trong vùng chậu
O35	Chăm sóc bà mẹ do hoặc nghi do bất thường, tổn thương của thai
O36	Chăm sóc bà mẹ vì có hay nghi ngờ có vấn đề của thai
O40	Đa ối
O41	Các rối loạn khác của nước ối và màng ối
O42	Vỡ ối sớm
O43	Bệnh lý bánh rau
O44	Rau tiền đạo
O45	Rau bong non
O46	Chảy máu trước đẻ, không phân loại nơi khác
O47	Chuyển dạ giả
O48	Thai quá ngày sinh
O60	Chuyển dạ sớm và đẻ
O61	Khởi phát chuyển dạ thất bại
O62	Bất thường về động lực chuyển dạ
O63	Chuyển dạ kéo dài
O64	Chuyển dạ đình trệ do ngôi và thế của thai bất thường
O65	Chuyển dạ đình trệ do khung chậu bất thường
O66	Chuyển dạ đình trệ khác
O67	Chuyển dạ và đẻ có biến chứng chảy máu trong đẻ, không phân loại nơi khác
O68	Chuyển dạ và đẻ có biến chứng suy thai
O69	Chuyển dạ và đẻ có biến chứng dây rốn
O70	Rách tầng sinh môn trong đẻ
O71	Chấn thương sản khoa khác
O72	Chảy máu sau đẻ
O73	Sót rau và màng rau không có chảy máu
O74	Biến chứng của gây mê trong chuyển dạ và trong đẻ
O75	Biến chứng khác của chuyển dạ, không phân loại nơi khác
O80	Đẻ thường một thai
O81	Đẻ một thai bằng forcep hay giác hút
O82	Mổ lấy thai cho một thai
O83	Đẻ một thai với thủ thuật khác
O84	Đẻ nhiều thai
O85	Nhiễm khuẩn huyết sau đẻ
O86	Nhiễm trùng sau đẻ khác
O87	Biến chứng tĩnh mạch và trĩ thời kỳ hậu sản (sau đẻ)
O88	Tắc mạch sản khoa
O89	Biến chứng của gây mê trong thời kỳ sau đẻ
O90	Biến chứng sau đẻ, không phân loại nơi khác
O91	Nhiễm trùng vú liên quan đến đẻ
O92	Các rối loạn khác của vú và tiết sữa liên quan đến sinh đẻ
O94	Di chứng của biến chứng do thai kỳ, sinh đẻ và sau đẻ
O95	Tử vong sản khoa vì nguyên nhân không xác định
O96	Tử vong vì bất kỳ nguyên nhân sản khoa nào khác sau đẻ 42 ngày và dưới 1 năm
O97	Tử vong vì di chứng của nguyên nhân sản khoa
O98	Nhiễm trùng sản khoa và bệnh ký sinh trùng phân loại nơi khác nhưng gây biến chứng cho thai kỳ, khi đẻ và sau đẻ
O99	Các bệnh khác của bà mẹ phân loại nơi khác nhưng gây biến chứng cho thai kỳ, khi đẻ và sau đẻ
P00	Thai nhi và trẻ sơ sinh bị ảnh hưởng do các yếu tố của mẹ có thể không liên quan đến lần thai kỳ hiện nay
P01	Thai nhi và trẻ sơ sinh bị ảnh hưởng do biến chứng thai kỳ của mẹ
P02	Thai nhi và trẻ sơ sinh bị ảnh hưởng do các biến chứng của bánh rau, dây rốn và các màng thai
P03	Thai nhi và trẻ sơ sinh bị ảnh hưởng do các biến chứng của chuyển dạ và cuộc đẻ
P04	Thai nhi và trẻ sơ sinh bị ảnh hưởng do độc tố truyền qua bánh rau hoặc qua sữa mẹ
P05	Thai nhi chậm phát triển và thai suy dinh dưỡng
P07	Các rối loạn liên quan đến đẻ non và nhẹ cân lúc đẻ, không phân loại nơi khác
P08	Rối loạn liên quan đến thai già tháng và trẻ nặng cân
P10	Rách, vỡ và chảy máu nội sọ do chấn thương khi sinh
P11	Các chấn thương hệ thần kinh trung ương khi sinh
P12	Chấn thương da đầu khi sinh
P13	Chấn thương hệ xương khi sinh
P14	Chấn thương hệ thần kinh ngoại vi khi sinh
P15	Chấn thương khác khi sinh
P20	Thiếu oxy trong tử cung
P21	Ngạt khi sinh
P22	Suy hô hấp của trẻ sơ sinh
P23	Viêm phổi bẩm sinh
P24	Các hội chứng hít của trẻ sơ sinh
P25	Ứ khí tổ chức kẽ phổi và các bệnh lý liên quan khởi phát trong thời kỳ chu sinh
P26	Chảy máu phổi chu sinh
P27	Bệnh hô hấp mạn tính khởi phát trong thời kỳ chu sinh
P28	Các bệnh lý hô hấp khác khởi phát trong thời kỳ chu sinh
P29	Rối loạn tim mạch khởi phát trong thời kỳ chu sinh
P35	Bệnh nhiễm vi rút bẩm sinh
P36	Nhiễm khuẩn huyết của trẻ sơ sinh
P37	Bệnh nhiễm trùng và ký sinh trùng bẩm sinh khác
